time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20051015:0510,0.0,0.0,0.0,0.0,0.0,5.69,0.97,0.0
20051015:0610,226.76,180.81,85.06,3.34,12.5,6.36,0.83,0.0
20051015:0710,392.94,311.35,148.14,7.67,21.05,8.29,0.83,0.0
20051015:0810,452.42,366.28,171.15,11.54,28.05,9.79,0.48,0.0
20051015:0910,458.93,407.47,138.15,15.0,32.81,10.84,1.03,0.0
20051015:1010,360.27,323.9,111.58,16.61,34.7,11.97,1.52,0.0
20051015:1110,194.67,177.54,87.3,16.46,33.41,12.59,1.52,0.0
20051015:1210,41.2,8.11,50.06,14.94,29.15,13.1,1.66,0.0
20051015:1310,72.47,0.0,98.52,3.72,22.53,13.15,2.07,0.0
20051015:1410,45.72,0.0,67.49,2.55,14.22,12.79,2.07,0.0
20051015:1510,7.8,0.0,19.39,0.73,4.84,12.35,1.52,0.0
20051015:1610,0.0,0.0,0.0,0.0,0.0,11.65,1.31,0.0
20051015:1710,0.0,0.0,0.0,0.0,0.0,11.14,1.38,0.0
20051015:1810,0.0,0.0,0.0,0.0,0.0,10.54,1.38,0.0
20051015:1910,0.0,0.0,0.0,0.0,0.0,10.14,1.38,0.0
20051015:2010,0.0,0.0,0.0,0.0,0.0,9.76,1.17,0.0
20051015:2110,0.0,0.0,0.0,0.0,0.0,9.1,1.1,0.0
20051015:2210,0.0,0.0,0.0,0.0,0.0,8.84,1.24,0.0
20051015:2310,0.0,0.0,0.0,0.0,0.0,8.27,1.24,0.0
20051016:0010,0.0,0.0,0.0,0.0,0.0,8.35,1.17,0.0
20051016:0110,0.0,0.0,0.0,0.0,0.0,8.47,1.1,0.0
20051016:0210,0.0,0.0,0.0,0.0,0.0,8.37,1.03,0.0
20051016:0310,0.0,0.0,0.0,0.0,0.0,8.6,1.66,0.0
20051016:0410,0.0,0.0,0.0,0.0,0.0,8.3,2.41,0.0
20051016:0510,0.0,0.0,0.0,0.0,0.0,8.07,3.1,0.0
20051016:0610,188.36,140.43,82.42,3.08,12.24,7.64,3.31,0.0
20051016:0710,177.04,72.56,138.8,5.24,20.76,8.3,2.62,0.0
20051016:0810,366.62,217.43,202.73,9.96,27.73,8.37,3.86,0.0
20051016:0910,401.67,253.54,208.04,13.09,32.46,9.07,4.34,0.0
20051016:1010,343.89,219.63,183.82,14.85,34.33,9.81,4.62,0.0
20051016:1110,83.06,0.0,109.15,3.75,33.03,10.1,4.9,0.0
20051016:1210,163.98,1.01,195.16,9.81,28.79,9.97,5.03,0.0
20051016:1310,125.98,0.0,155.93,5.89,22.18,9.93,4.9,0.0
20051016:1410,17.56,0.0,32.58,1.23,13.9,10.07,4.48,0.0
20051016:1510,23.69,0.0,40.34,1.52,4.53,9.93,4.07,0.0
20051016:1610,0.0,0.0,0.0,0.0,0.0,8.91,4.48,0.0
20051016:1710,0.0,0.0,0.0,0.0,0.0,7.51,3.79,0.0
20051016:1810,0.0,0.0,0.0,0.0,0.0,6.67,3.66,0.0
20051016:1910,0.0,0.0,0.0,0.0,0.0,5.7,3.66,0.0
20051016:2010,0.0,0.0,0.0,0.0,0.0,5.47,3.45,0.0
20051016:2110,0.0,0.0,0.0,0.0,0.0,4.93,3.17,0.0
20051016:2210,0.0,0.0,0.0,0.0,0.0,4.55,3.17,0.0
20051016:2310,0.0,0.0,0.0,0.0,0.0,4.38,3.17,0.0
20051017:0010,0.0,0.0,0.0,0.0,0.0,4.11,3.03,0.0
20051017:0110,0.0,0.0,0.0,0.0,0.0,3.65,2.97,0.0
20051017:0210,0.0,0.0,0.0,0.0,0.0,3.24,2.83,0.0
20051017:0310,0.0,0.0,0.0,0.0,0.0,3.13,2.69,0.0
20051017:0410,0.0,0.0,0.0,0.0,0.0,2.96,2.62,0.0
20051017:0510,0.0,0.0,0.0,0.0,0.0,2.81,2.62,0.0
20051017:0610,319.82,281.72,79.83,3.66,11.98,3.36,2.69,0.0
20051017:0710,441.4,359.16,138.27,7.85,20.48,4.55,3.52,0.0
20051017:0810,106.79,2.99,130.03,4.51,27.41,5.76,4.55,0.0
20051017:0910,55.33,0.0,76.75,2.64,32.11,6.28,4.9,0.0
20051017:1010,41.63,0.0,61.4,2.11,33.96,7.31,5.17,0.0
20051017:1110,171.17,4.82,199.51,7.23,32.66,7.43,5.38,0.0
20051017:1210,94.43,0.0,120.24,4.13,28.43,7.03,4.9,0.0
20051017:1310,25.39,0.0,41.89,1.58,21.84,6.5,4.0,0.0
20051017:1410,6.53,0.0,17.07,0.64,13.58,5.65,3.59,0.0
20051017:1510,9.23,0.0,20.95,0.79,4.22,5.12,3.45,0.0
20051017:1610,0.0,0.0,0.0,0.0,0.0,5.0,3.72,0.0
20051017:1710,0.0,0.0,0.0,0.0,0.0,5.18,3.03,0.0
20051017:1810,0.0,0.0,0.0,0.0,0.0,5.38,3.59,0.0
20051017:1910,0.0,0.0,0.0,0.0,0.0,5.08,2.76,0.0
20051017:2010,0.0,0.0,0.0,0.0,0.0,5.04,2.55,0.0
20051017:2110,0.0,0.0,0.0,0.0,0.0,4.47,2.14,0.0
20051017:2210,0.0,0.0,0.0,0.0,0.0,4.19,1.59,0.0
20051017:2310,0.0,0.0,0.0,0.0,0.0,3.9,1.17,0.0
20051018:0010,0.0,0.0,0.0,0.0,0.0,3.93,1.17,0.0
20051018:0110,0.0,0.0,0.0,0.0,0.0,4.22,1.52,0.0
20051018:0210,0.0,0.0,0.0,0.0,0.0,4.46,1.79,0.0
20051018:0310,0.0,0.0,0.0,0.0,0.0,4.82,1.86,0.0
20051018:0410,0.0,0.0,0.0,0.0,0.0,5.08,2.21,0.0
20051018:0510,0.0,0.0,0.0,0.0,0.0,5.48,2.55,0.0
20051018:0610,19.08,0.0,34.11,1.17,11.71,5.81,2.83,0.0
20051018:0710,47.06,0.0,67.37,2.31,20.19,6.03,3.66,0.0
20051018:0810,108.08,4.51,130.25,4.54,27.09,6.31,4.28,0.0
20051018:0910,58.98,0.0,81.01,2.78,31.76,6.74,4.48,0.0
20051018:1010,80.23,0.0,104.89,3.6,33.6,7.39,4.28,0.0
20051018:1110,163.51,3.98,192.85,6.94,32.3,8.07,4.28,0.0
20051018:1210,63.3,0.0,86.11,3.25,28.07,8.25,4.34,0.0
20051018:1310,75.12,0.0,99.3,3.75,21.51,8.11,3.45,0.0
20051018:1410,12.44,0.0,25.6,0.97,13.26,8.01,3.24,0.0
20051018:1510,13.62,0.0,27.15,1.03,3.91,7.64,2.76,0.0
20051018:1610,0.0,0.0,0.0,0.0,0.0,7.15,2.34,0.0
20051018:1710,0.0,0.0,0.0,0.0,0.0,6.73,2.21,0.0
20051018:1810,0.0,0.0,0.0,0.0,0.0,6.29,2.21,0.0
20051018:1910,0.0,0.0,0.0,0.0,0.0,5.51,2.14,0.0
20051018:2010,0.0,0.0,0.0,0.0,0.0,5.32,2.07,0.0
20051018:2110,0.0,0.0,0.0,0.0,0.0,4.98,1.93,0.0
20051018:2210,0.0,0.0,0.0,0.0,0.0,4.55,1.72,0.0
20051018:2310,0.0,0.0,0.0,0.0,0.0,4.16,1.59,0.0
20051019:0010,0.0,0.0,0.0,0.0,0.0,3.22,1.31,0.0
20051019:0110,0.0,0.0,0.0,0.0,0.0,2.21,1.17,0.0
20051019:0210,0.0,0.0,0.0,0.0,0.0,1.52,1.1,0.0
20051019:0310,0.0,0.0,0.0,0.0,0.0,1.23,0.97,0.0
20051019:0410,0.0,0.0,0.0,0.0,0.0,0.84,0.97,0.0
20051019:0510,0.0,0.0,0.0,0.0,0.0,0.53,0.97,0.0
20051019:0610,286.31,249.67,75.61,3.31,11.45,1.23,0.76,0.0
20051019:0710,478.47,434.88,114.99,8.08,19.9,3.54,0.9,0.0
20051019:0810,523.68,492.03,116.47,12.21,26.77,5.14,0.97,0.0
20051019:0910,473.74,439.97,111.87,15.0,31.42,6.74,1.31,0.0
20051019:1010,360.47,340.96,89.78,16.64,33.23,8.02,1.52,0.0
20051019:1110,179.33,173.79,73.76,16.2,31.93,8.88,1.59,0.0
20051019:1210,58.0,0.0,80.68,3.05,27.72,9.3,1.72,0.0
20051019:1310,50.5,0.0,72.15,2.72,21.17,9.45,1.72,0.0
20051019:1410,45.19,0.0,65.94,2.49,12.94,9.2,1.66,0.0
20051019:1510,14.12,0.0,27.93,1.05,3.61,8.59,1.24,0.0
20051019:1610,0.0,0.0,0.0,0.0,0.0,7.36,1.1,0.0
20051019:1710,0.0,0.0,0.0,0.0,0.0,6.58,0.83,0.0
20051019:1810,0.0,0.0,0.0,0.0,0.0,5.76,0.97,0.0
20051019:1910,0.0,0.0,0.0,0.0,0.0,3.7,1.52,0.0
20051019:2010,0.0,0.0,0.0,0.0,0.0,2.67,1.52,0.0
20051019:2110,0.0,0.0,0.0,0.0,0.0,2.35,1.31,0.0
20051019:2210,0.0,0.0,0.0,0.0,0.0,2.16,1.31,0.0
20051019:2310,0.0,0.0,0.0,0.0,0.0,1.55,1.72,0.0
20051020:0010,0.0,0.0,0.0,0.0,0.0,1.02,1.66,0.0
20051020:0110,0.0,0.0,0.0,0.0,0.0,0.71,1.59,0.0
20051020:0210,0.0,0.0,0.0,0.0,0.0,0.56,1.66,0.0
20051020:0310,0.0,0.0,0.0,0.0,0.0,0.5,1.72,0.0
20051020:0410,0.0,0.0,0.0,0.0,0.0,0.34,1.52,0.0
20051020:0510,0.0,0.0,0.0,0.0,0.0,0.13,1.52,0.0
20051020:0610,302.18,269.46,72.64,3.31,11.19,1.26,1.1,0.0
20051020:0710,481.1,449.51,109.8,8.08,19.61,5.42,0.76,0.0
20051020:0810,490.82,457.94,125.97,11.77,26.46,9.1,0.48,0.0
20051020:0910,420.82,343.45,158.05,13.77,31.08,10.76,0.76,0.0
20051020:1010,339.7,306.16,108.76,15.87,32.87,11.73,0.97,0.0
20051020:1110,179.2,148.72,98.88,15.35,31.57,12.43,0.9,0.0
20051020:1210,65.55,0.0,90.77,3.43,27.37,12.93,0.41,0.0
20051020:1310,66.12,0.0,91.54,3.46,20.84,13.26,0.41,0.0
20051020:1410,58.79,0.0,83.01,3.13,12.63,13.32,0.97,0.0
20051020:1510,16.71,0.0,31.81,1.2,3.32,12.57,1.1,0.0
20051020:1610,0.0,0.0,0.0,0.0,0.0,10.47,1.03,0.0
20051020:1710,0.0,0.0,0.0,0.0,0.0,7.84,1.45,0.0
20051020:1810,0.0,0.0,0.0,0.0,0.0,6.33,2.07,0.0
20051020:1910,0.0,0.0,0.0,0.0,0.0,6.29,2.0,0.0
20051020:2010,0.0,0.0,0.0,0.0,0.0,6.75,2.0,0.0
20051020:2110,0.0,0.0,0.0,0.0,0.0,7.15,2.07,0.0
20051020:2210,0.0,0.0,0.0,0.0,0.0,7.79,2.0,0.0
20051020:2310,0.0,0.0,0.0,0.0,0.0,7.89,1.93,0.0
20051021:0010,0.0,0.0,0.0,0.0,0.0,8.16,1.93,0.0
20051021:0110,0.0,0.0,0.0,0.0,0.0,8.55,1.79,0.0
20051021:0210,0.0,0.0,0.0,0.0,0.0,8.61,1.79,0.0
20051021:0310,0.0,0.0,0.0,0.0,0.0,8.96,1.72,0.0
20051021:0410,0.0,0.0,0.0,0.0,0.0,9.03,1.66,0.0
20051021:0510,0.0,0.0,0.0,0.0,0.0,8.91,1.66,0.0
20051021:0610,27.93,7.84,37.75,1.32,10.93,9.04,1.38,0.0
20051021:0710,55.86,2.22,76.2,2.64,19.33,9.11,1.52,0.0
20051021:0810,43.85,0.0,64.81,2.23,26.14,9.96,1.24,0.0
20051021:0910,144.62,8.69,169.86,6.03,30.73,10.39,1.24,0.0
20051021:1010,225.95,49.15,224.88,9.61,32.52,11.86,0.83,0.0
20051021:1110,182.69,15.47,211.4,8.55,31.21,12.73,0.76,0.0
20051021:1210,56.32,0.0,79.9,3.02,27.03,12.53,0.76,0.0
20051021:1310,23.36,0.0,40.34,1.52,20.51,12.19,0.69,0.0
20051021:1410,8.34,0.0,20.17,0.76,12.32,11.98,0.76,0.0
20051021:1510,14.45,0.0,28.7,1.08,3.02,11.8,1.1,0.0
20051021:1610,0.0,0.0,0.0,0.0,0.0,11.46,1.52,0.0
20051021:1710,0.0,0.0,0.0,0.0,0.0,11.16,1.79,0.0
20051021:1810,0.0,0.0,0.0,0.0,0.0,10.87,2.0,0.0
20051021:1910,0.0,0.0,0.0,0.0,0.0,11.28,2.14,0.0
20051021:2010,0.0,0.0,0.0,0.0,0.0,11.33,2.28,0.0
20051021:2110,0.0,0.0,0.0,0.0,0.0,11.32,2.34,0.0
20051021:2210,0.0,0.0,0.0,0.0,0.0,11.21,2.41,0.0
20051021:2310,0.0,0.0,0.0,0.0,0.0,11.14,2.41,0.0
20051022:0010,0.0,0.0,0.0,0.0,0.0,11.21,2.48,0.0
20051022:0110,0.0,0.0,0.0,0.0,0.0,11.28,2.62,0.0
20051022:0210,0.0,0.0,0.0,0.0,0.0,10.91,2.69,0.0
20051022:0310,0.0,0.0,0.0,0.0,0.0,10.94,2.76,0.0
20051022:0410,0.0,0.0,0.0,0.0,0.0,10.92,2.83,0.0
20051022:0510,0.0,0.0,0.0,0.0,0.0,11.61,2.9,0.0
20051022:0610,52.31,27.95,47.24,1.67,10.66,12.32,3.03,0.0
20051022:0710,154.69,69.49,121.38,4.6,19.04,13.2,2.9,0.0
20051022:0810,464.67,430.25,121.14,11.07,25.83,14.34,2.9,0.0
20051022:0910,398.02,328.75,148.47,13.06,30.39,16.03,2.97,0.0
20051022:1010,287.77,170.09,184.14,12.95,32.16,16.63,2.69,0.0
20051022:1110,192.04,56.68,192.37,11.39,30.86,17.82,3.24,0.0
20051022:1210,97.74,0.0,129.55,4.89,26.68,17.97,2.97,0.0
20051022:1310,104.58,0.0,137.31,5.18,20.19,17.63,2.48,0.0
20051022:1410,48.7,0.0,72.15,2.72,12.02,16.89,2.28,0.0
20051022:1510,11.34,0.0,24.82,0.94,2.73,16.05,2.34,0.0
20051022:1610,0.0,0.0,0.0,0.0,0.0,15.49,2.48,0.0
20051022:1710,0.0,0.0,0.0,0.0,0.0,14.97,2.55,0.0
20051022:1810,0.0,0.0,0.0,0.0,0.0,14.8,2.76,0.0
20051022:1910,0.0,0.0,0.0,0.0,0.0,14.85,2.76,0.0
20051022:2010,0.0,0.0,0.0,0.0,0.0,14.4,2.83,0.0
20051022:2110,0.0,0.0,0.0,0.0,0.0,14.06,2.76,0.0
20051022:2210,0.0,0.0,0.0,0.0,0.0,13.99,2.9,0.0
20051022:2310,0.0,0.0,0.0,0.0,0.0,13.64,2.83,0.0
20051023:0010,0.0,0.0,0.0,0.0,0.0,13.4,2.76,0.0
20051023:0110,0.0,0.0,0.0,0.0,0.0,13.31,2.76,0.0
20051023:0210,0.0,0.0,0.0,0.0,0.0,13.16,2.69,0.0
20051023:0310,0.0,0.0,0.0,0.0,0.0,13.0,2.69,0.0
20051023:0410,0.0,0.0,0.0,0.0,0.0,12.69,2.69,0.0
20051023:0510,0.0,0.0,0.0,0.0,0.0,12.77,2.69,0.0
20051023:0610,32.95,12.21,40.23,1.41,10.4,13.14,2.69,0.0
20051023:0710,359.89,300.77,126.72,6.68,18.75,14.3,2.48,0.0
20051023:0810,75.3,0.0,103.18,3.54,25.51,16.02,2.76,0.0
20051023:0910,55.27,0.0,80.16,2.75,30.06,17.03,3.1,0.0
20051023:1010,104.16,0.0,137.29,4.72,31.81,18.12,3.59,0.0
20051023:1110,148.56,4.55,184.95,6.74,30.5,18.9,4.0,0.0
20051023:1210,46.88,0.0,70.6,2.67,26.34,19.36,3.93,0.0
20051023:1310,101.13,0.0,134.21,5.07,19.87,19.47,3.38,0.0
20051023:1410,48.82,0.0,72.92,2.75,11.72,19.11,2.76,0.0
20051023:1510,11.22,0.0,24.82,0.94,2.45,18.08,2.62,0.0
20051023:1610,0.0,0.0,0.0,0.0,0.0,16.62,2.69,0.0
20051023:1710,0.0,0.0,0.0,0.0,0.0,15.92,2.76,0.0
20051023:1810,0.0,0.0,0.0,0.0,0.0,15.48,2.69,0.0
20051023:1910,0.0,0.0,0.0,0.0,0.0,15.21,2.69,0.0
20051023:2010,0.0,0.0,0.0,0.0,0.0,14.78,2.62,0.0
20051023:2110,0.0,0.0,0.0,0.0,0.0,14.56,2.62,0.0
20051023:2210,0.0,0.0,0.0,0.0,0.0,14.35,2.62,0.0
20051023:2310,0.0,0.0,0.0,0.0,0.0,14.16,2.62,0.0
20051024:0010,0.0,0.0,0.0,0.0,0.0,13.94,2.62,0.0
20051024:0110,0.0,0.0,0.0,0.0,0.0,13.7,2.55,0.0
20051024:0210,0.0,0.0,0.0,0.0,0.0,13.32,2.55,0.0
20051024:0310,0.0,0.0,0.0,0.0,0.0,12.96,2.48,0.0
20051024:0410,0.0,0.0,0.0,0.0,0.0,12.85,2.48,0.0
20051024:0510,0.0,0.0,0.0,0.0,0.0,12.98,2.48,0.0
20051024:0610,5.12,0.0,15.35,0.53,10.14,13.24,2.34,0.0
20051024:0710,20.29,0.0,36.67,1.26,18.47,13.23,1.59,0.0
20051024:0810,50.28,0.0,73.34,2.52,25.2,13.68,1.86,0.0
20051024:0910,115.85,3.28,145.31,5.07,29.72,14.24,2.14,0.0
20051024:1010,271.51,131.08,200.94,11.98,31.46,15.2,2.76,0.0
20051024:1110,183.95,22.92,208.31,9.14,30.16,15.96,3.59,0.0
20051024:1210,116.55,0.0,149.72,5.65,26.01,16.1,3.59,0.0
20051024:1310,99.98,0.0,131.11,4.95,19.56,16.31,3.45,0.0
20051024:1410,39.24,0.0,60.51,2.28,11.42,15.79,2.41,0.0
20051024:1510,11.42,0.0,24.82,0.94,2.17,14.79,2.07,0.0
20051024:1610,0.0,0.0,0.0,0.0,0.0,13.5,1.72,0.0
20051024:1710,0.0,0.0,0.0,0.0,0.0,12.39,1.59,0.0
20051024:1810,0.0,0.0,0.0,0.0,0.0,11.13,1.52,0.0
20051024:1910,0.0,0.0,0.0,0.0,0.0,9.94,1.59,0.0
20051024:2010,0.0,0.0,0.0,0.0,0.0,9.15,1.52,0.0
20051024:2110,0.0,0.0,0.0,0.0,0.0,8.15,1.72,0.0
20051024:2210,0.0,0.0,0.0,0.0,0.0,7.54,1.86,0.0
20051024:2310,0.0,0.0,0.0,0.0,0.0,7.22,1.93,0.0
20051025:0010,0.0,0.0,0.0,0.0,0.0,7.05,2.07,0.0
20051025:0110,0.0,0.0,0.0,0.0,0.0,7.14,2.07,0.0
20051025:0210,0.0,0.0,0.0,0.0,0.0,7.32,2.0,0.0
20051025:0310,0.0,0.0,0.0,0.0,0.0,7.63,2.07,0.0
20051025:0410,0.0,0.0,0.0,0.0,0.0,8.05,2.21,0.0
20051025:0510,0.0,0.0,0.0,0.0,0.0,8.27,2.21,0.0
20051025:0610,232.87,211.77,62.77,2.61,9.88,9.04,2.21,0.0
20051025:0710,344.38,278.69,126.3,6.36,18.18,11.36,2.0,0.0
20051025:0810,437.31,387.19,133.96,10.49,24.89,14.02,2.14,0.0
20051025:0910,395.09,333.53,142.48,12.92,29.39,15.7,2.28,0.0
20051025:1010,304.49,256.93,122.41,14.38,31.11,16.66,2.41,0.0
20051025:1110,186.2,45.02,195.72,10.66,29.81,17.39,2.76,0.0
20051025:1210,60.33,0.0,86.11,3.25,25.68,17.72,3.03,0.0
20051025:1310,87.08,0.0,117.14,4.42,19.25,17.7,3.1,0.0
20051025:1410,29.54,0.0,48.87,1.85,11.13,17.03,2.76,0.0
20051025:1510,10.82,0.0,24.05,0.91,1.89,15.67,2.55,0.0
20051025:1610,0.0,0.0,0.0,0.0,0.0,14.36,2.76,0.0
20051025:1710,0.0,0.0,0.0,0.0,0.0,13.83,2.9,0.0
20051025:1810,0.0,0.0,0.0,0.0,0.0,13.53,2.76,0.0
20051025:1910,0.0,0.0,0.0,0.0,0.0,13.32,2.9,0.0
20051025:2010,0.0,0.0,0.0,0.0,0.0,13.2,2.97,0.0
20051025:2110,0.0,0.0,0.0,0.0,0.0,13.07,2.83,0.0
20051025:2210,0.0,0.0,0.0,0.0,0.0,12.72,2.76,0.0
20051025:2310,0.0,0.0,0.0,0.0,0.0,12.36,2.69,0.0
20051026:0010,0.0,0.0,0.0,0.0,0.0,12.0,2.62,0.0
20051026:0110,0.0,0.0,0.0,0.0,0.0,11.58,2.62,0.0
20051026:0210,0.0,0.0,0.0,0.0,0.0,11.37,2.55,0.0
20051026:0310,0.0,0.0,0.0,0.0,0.0,11.25,2.55,0.0
20051026:0410,0.0,0.0,0.0,0.0,0.0,11.17,2.62,0.0
20051026:0510,0.0,0.0,0.0,0.0,0.0,10.85,2.69,0.0
20051026:0610,212.78,194.63,59.64,2.43,9.62,11.12,2.55,0.0
20051026:0710,397.57,360.39,109.35,6.74,17.9,12.97,2.41,0.0
20051026:0810,427.3,372.09,135.53,10.22,24.58,14.89,3.1,0.0
20051026:0910,396.79,337.76,136.8,12.83,29.05,15.87,3.66,0.0
20051026:1010,303.49,261.96,114.4,14.32,30.77,16.68,4.0,0.0
20051026:1110,147.57,135.26,81.64,14.29,29.47,17.14,3.93,0.0
20051026:1210,55.12,0.0,79.9,3.02,25.35,17.66,3.66,0.0
20051026:1310,53.1,0.0,77.58,2.93,18.94,17.78,3.45,0.0
20051026:1410,42.79,0.0,65.16,2.46,10.84,17.36,2.9,0.0
20051026:1510,9.71,0.0,22.5,0.85,1.62,16.42,2.62,0.0
20051026:1610,0.0,0.0,0.0,0.0,0.0,15.08,2.34,0.0
20051026:1710,0.0,0.0,0.0,0.0,0.0,14.18,2.28,0.0
20051026:1810,0.0,0.0,0.0,0.0,0.0,13.62,2.21,0.0
20051026:1910,0.0,0.0,0.0,0.0,0.0,12.94,2.07,0.0
20051026:2010,0.0,0.0,0.0,0.0,0.0,12.49,2.07,0.0
20051026:2110,0.0,0.0,0.0,0.0,0.0,12.79,2.07,0.0
20051026:2210,0.0,0.0,0.0,0.0,0.0,12.87,2.14,0.0
20051026:2310,0.0,0.0,0.0,0.0,0.0,12.64,2.07,0.0
20051027:0010,0.0,0.0,0.0,0.0,0.0,12.25,1.93,0.0
20051027:0110,0.0,0.0,0.0,0.0,0.0,12.1,1.79,0.0
20051027:0210,0.0,0.0,0.0,0.0,0.0,11.44,1.79,0.0
20051027:0310,0.0,0.0,0.0,0.0,0.0,10.99,1.72,0.0
20051027:0410,0.0,0.0,0.0,0.0,0.0,10.34,1.72,0.0
20051027:0510,0.0,0.0,0.0,0.0,0.0,10.07,1.72,0.0
20051027:0610,101.63,79.56,50.84,1.82,9.35,10.02,1.45,0.0
20051027:0710,211.68,131.47,124.34,5.01,17.61,12.61,1.24,0.0
20051027:0810,348.92,251.53,165.59,9.05,24.27,13.82,1.45,0.0
20051027:0910,370.02,292.4,154.84,12.18,28.72,14.92,1.45,0.0
20051027:1010,287.27,218.01,141.19,13.44,30.43,15.83,1.31,0.0
20051027:1110,152.24,115.71,103.33,13.59,29.13,16.53,1.52,0.0
20051027:1210,67.14,0.0,93.87,3.54,25.03,16.82,1.79,0.0
20051027:1310,55.21,0.0,79.9,3.02,18.63,16.91,1.86,0.0
20051027:1410,33.98,0.0,54.3,2.05,10.56,16.54,1.79,0.0
20051027:1510,8.16,0.0,20.17,0.76,1.35,15.65,1.17,0.0
20051027:1610,0.0,0.0,0.0,0.0,0.0,14.39,0.83,0.0
20051027:1710,0.0,0.0,0.0,0.0,0.0,14.72,0.62,0.0
20051027:1810,0.0,0.0,0.0,0.0,0.0,14.35,0.76,0.0
20051027:1910,0.0,0.0,0.0,0.0,0.0,10.83,1.45,0.0
20051027:2010,0.0,0.0,0.0,0.0,0.0,9.97,1.45,0.0
20051027:2110,0.0,0.0,0.0,0.0,0.0,9.95,1.31,0.0
20051027:2210,0.0,0.0,0.0,0.0,0.0,9.81,1.31,0.0
20051027:2310,0.0,0.0,0.0,0.0,0.0,8.88,1.72,0.0
20051028:0010,0.0,0.0,0.0,0.0,0.0,8.64,1.93,0.0
20051028:0110,0.0,0.0,0.0,0.0,0.0,8.11,1.93,0.0
20051028:0210,0.0,0.0,0.0,0.0,0.0,7.58,2.0,0.0
20051028:0310,0.0,0.0,0.0,0.0,0.0,7.16,2.0,0.0
20051028:0410,0.0,0.0,0.0,0.0,0.0,6.63,2.0,0.0
20051028:0510,0.0,0.0,0.0,0.0,0.0,6.16,2.07,0.0
20051028:0610,205.93,185.31,56.84,2.26,9.09,6.4,2.0,0.0
20051028:0710,423.31,388.84,103.96,6.8,17.33,8.32,1.66,0.0
20051028:0810,462.42,423.69,117.71,10.54,23.97,10.16,2.28,0.0
20051028:0910,429.36,400.63,106.47,13.5,28.4,11.34,2.55,0.0
20051028:1010,311.96,288.2,94.55,14.73,30.09,12.27,2.97,0.0
20051028:1110,142.89,138.47,72.63,14.47,28.8,12.85,3.17,0.0
20051028:1210,52.38,0.0,75.25,2.84,24.71,13.0,3.38,0.0
20051028:1310,49.11,0.0,71.37,2.69,18.34,12.77,3.52,0.0
20051028:1410,40.0,0.0,60.51,2.28,10.28,12.13,3.24,0.0
20051028:1510,7.87,0.0,19.39,0.73,1.09,10.93,2.97,0.0
20051028:1610,0.0,0.0,0.0,0.0,0.0,9.59,2.69,0.0
20051028:1710,0.0,0.0,0.0,0.0,0.0,8.54,2.48,0.0
20051028:1810,0.0,0.0,0.0,0.0,0.0,7.56,2.21,0.0
20051028:1910,0.0,0.0,0.0,0.0,0.0,6.76,2.0,0.0
20051028:2010,0.0,0.0,0.0,0.0,0.0,5.82,2.0,0.0
20051028:2110,0.0,0.0,0.0,0.0,0.0,5.04,1.93,0.0
20051028:2210,0.0,0.0,0.0,0.0,0.0,4.33,1.93,0.0
20051028:2310,0.0,0.0,0.0,0.0,0.0,3.78,1.93,0.0
20051029:0010,0.0,0.0,0.0,0.0,0.0,3.41,2.0,0.0
20051029:0110,0.0,0.0,0.0,0.0,0.0,3.15,2.0,0.0
20051029:0210,0.0,0.0,0.0,0.0,0.0,2.83,1.93,0.0
20051029:0310,0.0,0.0,0.0,0.0,0.0,2.6,1.93,0.0
20051029:0410,0.0,0.0,0.0,0.0,0.0,2.6,1.86,0.0
20051029:0510,0.0,0.0,0.0,0.0,0.0,2.49,1.86,0.0
20051029:0610,202.82,180.39,55.39,2.17,8.83,3.12,1.59,0.0
20051029:0710,401.7,356.86,110.05,6.53,17.05,6.61,0.9,0.0
20051029:0810,443.83,402.29,127.91,10.37,23.66,10.03,0.34,0.0
20051029:0910,413.2,383.01,115.73,13.27,28.07,11.13,0.28,0.0
20051029:1010,303.68,272.1,107.03,14.5,29.75,12.17,0.34,0.0
20051029:1110,140.44,136.45,73.56,14.47,28.47,12.8,0.55,0.0
20051029:1210,60.19,0.0,84.56,3.19,24.39,13.12,0.9,0.0
20051029:1310,49.55,0.0,72.15,2.72,18.04,13.13,1.17,0.0
20051029:1410,39.78,0.0,60.51,2.28,10.01,12.82,1.24,0.0
20051029:1510,7.31,0.0,18.62,0.7,0.83,11.73,1.52,0.0
20051029:1610,0.0,0.0,0.0,0.0,0.0,10.35,1.45,0.0
20051029:1710,0.0,0.0,0.0,0.0,0.0,8.44,1.45,0.0
20051029:1810,0.0,0.0,0.0,0.0,0.0,6.55,1.66,0.0
20051029:1910,0.0,0.0,0.0,0.0,0.0,5.14,1.72,0.0
20051029:2010,0.0,0.0,0.0,0.0,0.0,4.22,1.79,0.0
20051029:2110,0.0,0.0,0.0,0.0,0.0,3.94,1.79,0.0
20051029:2210,0.0,0.0,0.0,0.0,0.0,3.55,1.86,0.0
20051029:2310,0.0,0.0,0.0,0.0,0.0,2.92,1.79,0.0
20051030:0010,0.0,0.0,0.0,0.0,0.0,2.45,1.59,0.0
20051030:0110,0.0,0.0,0.0,0.0,0.0,2.38,1.38,0.0
